Time,LED1,LED2,LED3,LED4,Dark
1744216747.6142738,0.0,0.0,0.0,0.0,1.7988696098327637
1744216747.6142738,0.0,0.0,0.0,0.0,1.7574195861816406
1744216747.6142738,0.0,0.0,0.0,0.0,1.7574195861816406
1744216747.6142738,0.0,0.0,0.0,0.0,1.7132444381713867
1744216747.6142738,0.0,0.0,0.0,0.0,1.7132444381713867
1744216747.6142738,0.0,0.0,0.0,0.0,1.6665034294128418
1744216747.6142738,0.0,0.0,0.0,0.0,1.617462158203125
1744216747.6142738,0.0,0.0,0.0,0.0,1.617462158203125
1744216747.6142738,0.0,0.0,0.0,0.0,1.5663447380065918
1744216747.6142738,0.0,0.0,0.0,0.0,0.0
1744217097.7382739,0.0,0.0,0.0,0.0,0.25072288513183594
1744217097.7382739,0.0,0.0,0.0,0.0,0.25072288513183594
1744217097.7382739,0.0,0.0,0.0,0.0,0.221221923828125
1744217097.7382739,0.0,0.0,0.0,0.0,0.221221923828125
1744217097.7382739,0.0,0.0,0.0,0.0,0.1951451301574707
1744217097.7382739,0.0,0.0,0.0,0.0,0.0
1744217097.7382739,0.0,0.0,0.0,0.0,0.44400691986083984
1744217097.7382739,0.0,0.0,0.0,0.0,0.44400691986083984
1744217097.7382739,0.0,0.0,0.0,0.0,0.3997044563293457
1744217097.7382739,0.0,0.0,0.0,0.0,0.3997044563293457
1744217097.7382739,0.0,0.0,0.0,0.0,0.35808849334716797
1744217097.7382739,0.0,0.0,0.0,0.0,0.35808849334716797
1744217097.7382739,0.0,0.0,0.0,0.0,0.3193058967590332
1744217097.7382739,0.0,0.0,0.0,0.0,0.3193058967590332
1744217097.7382739,0.0,0.0,0.0,0.0,0.28347349166870117
1744217097.7382739,0.0,0.0,0.0,0.0,0.0
1744217097.7382739,0.0,0.0,0.0,0.0,0.25072288513183594
1744217097.7382739,0.0,0.0,0.0,0.0,0.25072288513183594
1744217097.7382739,0.0,0.0,0.0,0.0,0.221221923828125
1744217097.7382739,0.0,0.0,0.0,0.0,0.221221923828125
1744217097.7382739,0.0,0.0,0.0,0.0,0.1951451301574707
1744217097.7382739,0.0,0.0,0.0,0.0,0.1951451301574707
1744217097.7382739,0.0,0.0,0.0,0.0,0.1726999282836914
1744217097.7382739,0.0,0.0,0.0,0.0,0.0
1744217097.7382739,0.0,0.0,0.0,0.0,0.3997044563293457
1744217097.7382739,0.0,0.0,0.0,0.0,0.3997044563293457
1744217097.7382739,0.0,0.0,0.0,0.0,0.35808849334716797
1744217097.7382739,0.0,0.0,0.0,0.0,0.35808849334716797
1744217097.7382739,0.0,0.0,0.0,0.0,0.3193058967590332
1744217097.7382739,0.0,0.0,0.0,0.0,0.3193058967590332
1744217097.7382739,0.0,0.0,0.0,0.0,0.28347349166870117
1744217097.7382739,0.0,0.0,0.0,0.0,0.0
1744216747.645274,0.0,0.0,0.0,0.0,0.25072288513183594
1744216747.645274,0.0,0.0,0.0,0.0,0.25072288513183594
1744216747.645274,0.0,0.0,0.0,0.0,0.221221923828125
1744216747.645274,0.0,0.0,0.0,0.0,0.221221923828125
1744216747.645274,0.0,0.0,0.0,0.0,0.1951451301574707
1744216747.645274,0.0,0.0,0.0,0.0,0.1951451301574707
1744216747.645274,0.0,0.0,0.0,0.0,0.1726999282836914
1744216747.645274,0.0,0.0,0.0,0.0,0.1539320945739746
1744216747.645274,0.0,0.0,0.0,0.0,0.1539320945739746
1744216747.645274,0.0,0.0,0.0,0.0,0.13872098922729492
1744216747.645274,0.0,0.0,0.0,0.0,0.13872098922729492
1744216747.645274,0.0,0.0,0.0,0.0,0.12703514099121094
1744216747.645274,0.0,0.0,0.0,0.0,0.12703514099121094
1744216747.645274,0.0,0.0,0.0,0.0,0.12703514099121094
1744216747.645274,0.0,0.0,0.0,0.0,0.1188960075378418
1744216747.645274,0.0,0.0,0.0,0.0,0.0
1744217940.2122738,0.0,0.0,0.0,0.0,0.7408056259155273
1744217940.2122738,0.0,0.0,0.0,0.0,0.7408056259155273
1744217940.2122738,0.0,0.0,0.0,0.0,0.7977070808410645
1744217940.2122738,0.0,0.0,0.0,0.0,0.7977070808410645
1744217940.2122738,0.0,0.0,0.0,0.0,0.8555669784545898
1744217940.2122738,0.0,0.0,0.0,0.0,0.8555669784545898
1744217940.2122738,0.0,0.0,0.0,0.0,0.9141941070556641
1744217940.2122738,0.0,0.0,0.0,0.0,0.9141941070556641
1744217940.2122738,0.0,0.0,0.0,0.0,0.9734158515930176
1744217940.2122738,0.0,0.0,0.0,0.0,0.0
1744217940.2122738,0.0,0.0,0.0,0.0,0.5786232948303223
1744217940.2122738,0.0,0.0,0.0,0.0,0.5786232948303223
1744217940.2122738,0.0,0.0,0.0,0.0,0.6310715675354004
1744217940.2122738,0.0,0.0,0.0,0.0,0.6310715675354004
1744217940.2122738,0.0,0.0,0.0,0.0,0.6851963996887207
1744217940.2122738,0.0,0.0,0.0,0.0,0.0
1744217940.2122738,0.0,0.0,0.0,0.0,0.7408056259155273
1744217940.2122738,0.0,0.0,0.0,0.0,0.7408056259155273
1744217940.2122738,0.0,0.0,0.0,0.0,0.7977070808410645
1744217940.2122738,0.0,0.0,0.0,0.0,0.7977070808410645
1744217940.2122738,0.0,0.0,0.0,0.0,0.8555669784545898
1744217940.2122738,0.0,0.0,0.0,0.0,0.8555669784545898
1744217940.2122738,0.0,0.0,0.0,0.0,0.9141941070556641
1744217940.2122738,0.0,0.0,0.0,0.0,0.9141941070556641
1744217940.2122738,0.0,0.0,0.0,0.0,0.9734158515930176
1744217940.2122738,0.0,0.0,0.0,0.0,0.9734158515930176
1744217940.2122738,0.0,0.0,0.0,0.0,1.033005714416504
1744217940.2122738,0.0,0.0,0.0,0.0,0.0
1744217940.2122738,0.0,0.0,0.0,0.0,0.6310715675354004
1744217940.2122738,0.0,0.0,0.0,0.0,0.6310715675354004
1744217940.2122738,0.0,0.0,0.0,0.0,0.6851963996887207
1744217940.2122738,0.0,0.0,0.0,0.0,0.0
1744216747.674274,0.0,0.0,0.0,0.0,0.7408056259155273
1744216747.674274,0.0,0.0,0.0,0.0,0.7408056259155273
1744216747.674274,0.0,0.0,0.0,0.0,0.7977070808410645
1744216747.674274,0.0,0.0,0.0,0.0,0.7977070808410645
1744216747.674274,0.0,0.0,0.0,0.0,0.8555669784545898
1744216747.674274,0.0,0.0,0.0,0.0,0.8555669784545898
1744216747.674274,0.0,0.0,0.0,0.0,0.9141941070556641
1744216747.674274,0.0,0.0,0.0,0.0,0.9141941070556641
1744216747.674274,0.0,0.0,0.0,0.0,0.9734158515930176
1744216747.674274,0.0,0.0,0.0,0.0,0.9734158515930176
1744216747.674274,0.0,0.0,0.0,0.0,1.033005714416504
1744216747.674274,0.0,0.0,0.0,0.0,1.0927824974060059
1744216747.674274,0.0,0.0,0.0,0.0,1.0927824974060059
1744216747.674274,0.0,0.0,0.0,0.0,1.1525187492370605
1744216747.674274,0.0,0.0,0.0,0.0,1.211982250213623
1744216747.674274,0.0,0.0,0.0,0.0,0.0
1744220750.694274,0.0,0.0,0.0,0.0,2.0344104766845703
1744220750.694274,0.0,0.0,0.0,0.0,2.0344104766845703
1744220750.694274,0.0,0.0,0.0,0.0,2.0344104766845703
1744220750.694274,0.0,0.0,0.0,0.0,2.0398645401000977
1744220750.694274,0.0,0.0,0.0,0.0,2.0398645401000977
1744220750.694274,0.0,0.0,0.0,0.0,2.041520595550537
1744220750.694274,0.0,0.0,0.0,0.0,2.041520595550537
1744220750.694274,0.0,0.0,0.0,0.0,2.0393614768981934
1744220750.694274,0.0,0.0,0.0,0.0,2.0393614768981934
1744220750.694274,0.0,0.0,0.0,0.0,2.033397674560547
1744220750.694274,0.0,0.0,0.0,0.0,2.033397674560547
1744220750.694274,0.0,0.0,0.0,0.0,2.023707866668701
1744220750.694274,0.0,0.0,0.0,0.0,0.0
1744220750.694274,0.0,0.0,0.0,0.0,2.012768268585205
1744220750.694274,0.0,0.0,0.0,0.0,2.025338649749756
1744220750.694274,0.0,0.0,0.0,0.0,0.0
1744220750.694274,0.0,0.0,0.0,0.0,2.0344104766845703
1744220750.694274,0.0,0.0,0.0,0.0,2.0344104766845703
1744220750.694274,0.0,0.0,0.0,0.0,2.0344104766845703
1744220750.694274,0.0,0.0,0.0,0.0,2.0398645401000977
1744220750.694274,0.0,0.0,0.0,0.0,2.0398645401000977
1744220750.694274,0.0,0.0,0.0,0.0,2.041520595550537
1744220750.694274,0.0,0.0,0.0,0.0,2.041520595550537
1744220750.694274,0.0,0.0,0.0,0.0,2.0393614768981934
1744220750.694274,0.0,0.0,0.0,0.0,2.0393614768981934
1744220750.694274,0.0,0.0,0.0,0.0,2.033397674560547
1744220750.694274,0.0,0.0,0.0,0.0,2.033397674560547
1744220750.694274,0.0,0.0,0.0,0.0,2.023707866668701
1744220750.694274,0.0,0.0,0.0,0.0,2.023707866668701
1744220750.694274,0.0,0.0,0.0,0.0,2.0103650093078613
1744220750.694274,0.0,0.0,0.0,0.0,0.0
1744220750.694274,0.0,0.0,0.0,0.0,0.0
1744220640.3962739,0.0,0.0,0.0,0.0,1.9727444648742676
1744220640.3962739,0.0,0.0,0.0,0.0,0.0
1744220640.3962739,0.0,0.0,0.0,0.0,2.0344104766845703
1744220640.3962739,0.0,0.0,0.0,0.0,2.0398645401000977
1744220640.3962739,0.0,0.0,0.0,0.0,2.0398645401000977
1744220640.3962739,0.0,0.0,0.0,0.0,2.041520595550537
1744220640.3962739,0.0,0.0,0.0,0.0,2.041520595550537
1744220640.3962739,0.0,0.0,0.0,0.0,2.0393614768981934
1744220640.3962739,0.0,0.0,0.0,0.0,2.0393614768981934
1744220640.3962739,0.0,0.0,0.0,0.0,2.033397674560547
1744220640.3962739,0.0,0.0,0.0,0.0,2.033397674560547
1744220640.3962739,0.0,0.0,0.0,0.0,2.023707866668701
1744220640.3962739,0.0,0.0,0.0,0.0,2.023707866668701
1744220640.3962739,0.0,0.0,0.0,0.0,2.0103650093078613
1744220640.3962739,0.0,0.0,0.0,0.0,1.9933738708496094
1744220640.3962739,0.0,0.0,0.0,0.0,0.0
1744217799.168274,0.0,0.0,0.0,0.0,0.0
1744217799.168274,0.0,0.0,0.0,0.0,1.0199012756347656
1744217799.168274,0.0,0.0,0.0,0.0,0.9601292610168457
1744217799.168274,0.0,0.0,0.0,0.0,0.9601292610168457
1744217799.168274,0.0,0.0,0.0,0.0,0.9007349014282227
1744217799.168274,0.0,0.0,0.0,0.0,0.9007349014282227
1744217799.168274,0.0,0.0,0.0,0.0,0.8419475555419922
1744217799.168274,0.0,0.0,0.0,0.0,0.8419475555419922
1744217799.168274,0.0,0.0,0.0,0.0,0.784034252166748
1744217799.168274,0.0,0.0,0.0,0.0,0.784034252166748
1744217799.168274,0.0,0.0,0.0,0.0,0.7272405624389648
1744217799.168274,0.0,0.0,0.0,0.0,0.7272405624389648
1744217799.168274,0.0,0.0,0.0,0.0,0.6717939376831055
1744217799.168274,0.0,0.0,0.0,0.0,0.6717939376831055
1744217799.168274,0.0,0.0,0.0,0.0,0.6179413795471191
1744217799.168274,0.0,0.0,0.0,0.0,0.0
1744217799.168274,0.0,0.0,0.0,0.0,0.5658087730407715
1744217799.168274,0.0,0.0,0.0,0.0,0.0
1744217799.168274,0.0,0.0,0.0,0.0,0.9601292610168457
1744217799.168274,0.0,0.0,0.0,0.0,0.9601292610168457
1744217799.168274,0.0,0.0,0.0,0.0,0.9007349014282227
1744217799.168274,0.0,0.0,0.0,0.0,0.9007349014282227
1744217799.168274,0.0,0.0,0.0,0.0,0.8419475555419922
1744217799.168274,0.0,0.0,0.0,0.0,0.8419475555419922
1744217799.168274,0.0,0.0,0.0,0.0,0.784034252166748
1744217799.168274,0.0,0.0,0.0,0.0,0.784034252166748
1744217799.168274,0.0,0.0,0.0,0.0,0.7272405624389648
1744217799.168274,0.0,0.0,0.0,0.0,0.7272405624389648
1744217799.168274,0.0,0.0,0.0,0.0,0.6717939376831055
1744217799.168274,0.0,0.0,0.0,0.0,0.6717939376831055
1744217799.168274,0.0,0.0,0.0,0.0,0.6179413795471191
1744217799.168274,0.0,0.0,0.0,0.0,0.0
1744216747.7362738,0.0,0.0,0.0,0.0,0.5658087730407715
1744216747.7362738,0.0,0.0,0.0,0.0,0.515589714050293
1744216747.7362738,0.0,0.0,0.0,0.0,0.4675140380859375
1744216747.7362738,0.0,0.0,0.0,0.0,0.4675140380859375
1744216747.7362738,0.0,0.0,0.0,0.0,0.4218282699584961
1744216747.7362738,0.0,0.0,0.0,0.0,0.4218282699584961
1744216747.7362738,0.0,0.0,0.0,0.0,0.4218282699584961
1744216747.7362738,0.0,0.0,0.0,0.0,0.37873172760009766
